question_text,company,difficulty,question_type,topics,source,answer_text,category,tags,constraints,examples,hints
Explain transformer architecture,,hard,mixed,data_science,DS_Interview_Notebook,"The Transformer architecture is a neural network model designed for natural language processing tasks, like translation, summarization, and text generation. It was introduced in the paper ""Attention is All You Need"" by Google in 2017 and has since become the foundation for many advanced NLP models, including BERT and GPT. Key Components of the Transformer: **1. Self-Attention Mechanism:** The core innovation of the Transformer is its self-attention mechanism. This mechanism allows the model to w",,,,,
Explain the difference between prediction and forecasting,,hard,mixed,data_science,DS_Interview_Notebook,"* If you think of it like a detective story, prediction is about figuring out who committed the crime based on the evidence. It could be something that happened in the past. * Forecasting is more like trying to prevent a crime before it happens. We look for patterns and clues to anticipate what might occur in the future. * In the context of my work with time series models, prediction might be used to identify any current anomalies or issues in our system based on the data we're receiving. Foreca",,,,,
References,,easy,mixed,data_science,DS_Interview_Notebook,*  *  *  *  *  *  * ,,,,,
What is padding,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Sigmoid Vs Softmax,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is PoS Tagging,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is tokenization,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is topic modeling,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is back propagation,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the idea behind GANs,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the Computational Graph,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is sigmoid What does it do,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is Named-Entity Recognition,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain the masked language model,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How do you preprocess text in NLP,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How do you extract features in NLP,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How is wordvec different from Glove,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What Are the Different Layers on CNN,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What makes CNNs translation invariant,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How is fastText different from wordvec,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain Generative Adversarial Network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is backward and forward propagation,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are Syntactic and Semantic Analysis,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is a local optimumWhat is a local optimum,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain gates used in LSTM with their functions,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is ReLU How is it better than sigmoid or tanh,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is transfer learning have you used it before,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is multi-task learning When should it be used,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Difference between convex and non-convex cost function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why do we remove stop words When do we not remove them,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain the difference between an epoch a batch and an iteration,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between NLP and NLU,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
For online learning which one would you prefer SGD or Adagrad and why,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What Is a Multi-layer Perceptron MLPWhat Is a Multi-layer Perceptron MLP,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Is it always bad to have local optimaIs it always bad to have local optima,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"In node2vec, what does embedding represent topological similarity or nearness",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What do you understand by Boltzmann Machine and Restricted Boltzmann Machines,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to compute an inverse matrix faster by playing around with some computational tricks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
For infrequent/rare words which among CBOW and SkipGram should be used for wordvec training,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is pooling in CNN Why do we need it,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Describe the structure of Artificial Neural Networks & RNN(recurrent neural network),,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to Select a Batch Size Will selecting a batch size produce better or worse results?,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are N-grams How can we use them,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How large should be N for our bag of words when using N-grams,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How can you use neural nets for text classification and computer vision,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Do gradient descent methods always converge at the same point,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is gradient descent How does it work,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are autoencoders Explain the different layers of autoencoders and mention three practical usages of them,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is vanishing gradient descent,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
difference between Vanishing gradient Vs Exploding gradient,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to handle dying node problems in case of ReLU activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the use of the leaky ReLU function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the different Deep Learning Frameworks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between machine learning and deep learning,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is a dropout layer and how does it help a neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain why dropout in a neural network acts as a regularizer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to know whether your model is suffering from the problem of Exploding Gradients,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to handle exploding gradient problem,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How Does an LSTM Network Work,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What problem does Bi-LSTM solve instead of only LSTM,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between LSTM and GRU,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What happens to the predictions of a CNN if an image is rotated,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does CNN help in translation and rotation invariance of images,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Define Term Freuency & Inverse Document Freuency Tf-idf and how to use it for converting text to vector,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are three primary convolutional neural network layers How are they commonly put together,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Describe the architecture of a typical Convolutional Neural Network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"What do you mean by Dropout and Batch Normalization, When and why use",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between online and batch learning,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Is dropout used on the test set,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is an activation function and discuss the use of an activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain three different types of activation functions,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the range of activation functions,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why is Rectified Linear Unit a good activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why don't we use the Relu activation function in the output layer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What can go wrong if we use a linear activation instead of ReLU,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"Give examples in which a many-to-one RNN architecture is appropriate, Give examples in which a many-to-one RNN architecture is appropriate",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is RNN and How does an RNN work,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why Sigmoid or Tanh is not preferred to be used as the activation function in the hidden layer of the neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"difference between various Activation functions such as Sigmoid , tanh, Softmax, ReLU, Leaky ReLU",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why Tanh activation function preferred over sigmoid,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are word embeddings Why are they useful,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
what is WordVec,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are some advantages of using character embeddings instead of word embeddings,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"How do you get sentence meanings from word embeddings, considering the position of words in the sentence",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is bag of words How we can use it for text vectorization,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the advantages and disadvantages of bag of words,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the main difference between Adam and SGD,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the advantages and disadvantages of SGD over gradient descent,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
When would you use GD over SDG and vice-versa,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How would you choose the number of filters and the filter size at each CNN layer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How can we use CNN for text classification,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Describe two ways to visualize features of a CNN in an image classification task,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why do segmentation CNNs typically have an encoder-decoder style / structure,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the advantages of parameter sharing in case of convolution,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why do we use convolutions for images rather than just Fully Connected layers,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why we generally use Softmax non-linearity function as the last operation in-network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does BatchNormalization differ in training and inferencing,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does batch size affect training of neural networks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"When using mini batch gradient descent, why is it important to shuffle the data",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Give a simple mathematical argument why a mini-batch version of such ML algorithm might be computationally more efficient than a training with full data set,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How would you initialize weights in a neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why weights are initialized with small random numbers in a neural network What happens when weights are all or constant values,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Suppose you have a NN with layers and ReLU activations What will happen if we initialize all the weights with the same value,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is backpropagation How does it work Why do we need it,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why large filter sizes in early layers can be a bad choice How to choose filter size,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
If you could take advantage of multiple CPU cores would you prefer a boosted-tree algorithm over a random forest,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are MSE and RMSE,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain DBSCAN algorithm,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are dummy variables,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is anomaly detection,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is Bayesian inference,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the R-Suared value,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What about ordinal features,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Loss functions in regression,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are Recommender Systems,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Undersampling vs Oversampling,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is reinforcement learning,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Do we call Knn a lazy algorithm,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Define a Monte Carlo simulation,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Does Kmeans and Kmeans++ is same,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is pruning in Decision Tree,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does an XGB control overfitting,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the class imbalance problem,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why is lightGBM prone to overfitting,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Name any one distance based algorithm,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the objective function for Knn,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the standard error of the mean,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are some disadvantages of K-means,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is data augmentation Give examples,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is Euclidean and Manhatten distance,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the role of gamma in RBF kernels,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How would you handle an imbalanced dataset,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Is it a good idea to combine multiple trees,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How do support vector machine algorithms work,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the significance of Residual Networks,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What does it mean to have low MAE and high MSE,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the disadvantages of linear regression,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is a recommendation engine How does it work,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is K-means How can you select K for K-means,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Does Radial basis kernel function is there in SVM,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is linear regression Why is it called linear,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Is pruning always a good method to construct a tree,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between bagging and boosting,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Which algorithm uses margin to classify the classes,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What algorithm can be used to summarize twitter feed,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How do you generate arbitrary or random shape clusters,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to compute standard error of median in a simple way,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How does GBDTs decide to split a node What does it minimize,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between R-suare and Adjusted R-suare,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How is matrix factorization useful in recommendation systems,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the approximation methods in Reinforcement Learning,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between an error and a residual error,,easy,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why does training an SVM takes a long time How can I speed up,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Difference between bagging boosting and the relation to bayes theorem,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Which algorithm takes the data to the next dimension and then classify,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are categorical variables and what do we do with categorical variables,,medium,ml,machine_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is padding,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Sigmoid Vs Softmax,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is PoS Tagging,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is tokenization,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is topic modeling,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is back propagation,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the idea behind GANs,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the Computational Graph,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is sigmoid What does it do,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is Named-Entity Recognition,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain the masked language model,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
How do you preprocess text in NLP,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
How do you extract features in NLP,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
How is wordvec different from Glove,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What Are the Different Layers on CNN,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
What makes CNNs translation invariant,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
How is fastText different from wordvec,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
Explain Generative Adversarial Network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is backward and forward propagation,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are Syntactic and Semantic Analysis,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is a local optimumWhat is a local optimum,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain gates used in LSTM with their functions,,medium,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
What is ReLU How is it better than sigmoid or tanh,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is transfer learning have you used it before,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is multi-task learning When should it be used,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Difference between convex and non-convex cost function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why do we remove stop words When do we not remove them,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
Explain the difference between an epoch a batch and an iteration,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between NLP and NLU,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
For online learning which one would you prefer SGD or Adagrad and why,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What Is a Multi-layer Perceptron MLPWhat Is a Multi-layer Perceptron MLP,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Is it always bad to have local optimaIs it always bad to have local optima,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"In node2vec, what does embedding represent topological similarity or nearness",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What do you understand by Boltzmann Machine and Restricted Boltzmann Machines,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to compute an inverse matrix faster by playing around with some computational tricks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
For infrequent/rare words which among CBOW and SkipGram should be used for wordvec training,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What is pooling in CNN Why do we need it,,easy,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Describe the structure of Artificial Neural Networks & RNN(recurrent neural network),,medium,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
How to Select a Batch Size Will selecting a batch size produce better or worse results?,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are N-grams How can we use them,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How large should be N for our bag of words when using N-grams,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
How can you use neural nets for text classification and computer vision,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
Do gradient descent methods always converge at the same point,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is gradient descent How does it work,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are autoencoders Explain the different layers of autoencoders and mention three practical usages of them,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is vanishing gradient descent,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
difference between Vanishing gradient Vs Exploding gradient,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to handle dying node problems in case of ReLU activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the use of the leaky ReLU function,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What are the different Deep Learning Frameworks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between machine learning and deep learning,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is a dropout layer and how does it help a neural network,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain why dropout in a neural network acts as a regularizer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to know whether your model is suffering from the problem of Exploding Gradients,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How to handle exploding gradient problem,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
How Does an LSTM Network Work,,medium,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
What problem does Bi-LSTM solve instead of only LSTM,,medium,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between LSTM and GRU,,easy,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
What happens to the predictions of a CNN if an image is rotated,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
How does CNN help in translation and rotation invariance of images,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Define Term Freuency & Inverse Document Freuency Tf-idf and how to use it for converting text to vector,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,,,,,
What are three primary convolutional neural network layers How are they commonly put together,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
Describe the architecture of a typical Convolutional Neural Network,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,,,,,
"What do you mean by Dropout and Batch Normalization, When and why use",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the difference between online and batch learning,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Is dropout used on the test set,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is an activation function and discuss the use of an activation function,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Explain three different types of activation functions,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What is the range of activation functions,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why is Rectified Linear Unit a good activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why don't we use the Relu activation function in the output layer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
What can go wrong if we use a linear activation instead of ReLU,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"Give examples in which a many-to-one RNN architecture is appropriate, Give examples in which a many-to-one RNN architecture is appropriate",,hard,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
What is RNN and How does an RNN work,,easy,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,,,,,
Why Sigmoid or Tanh is not preferred to be used as the activation function in the hidden layer of the neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
"difference between various Activation functions such as Sigmoid , tanh, Softmax, ReLU, Leaky ReLU",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
Why Tanh activation function preferred over sigmoid,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,,,,,
